timestamp,value_mgdl,value_mmol,trend
2023-03-01T18:26:53Z,116,6.4,flat
2023-03-01T18:21:53Z,113,6.3,flat
2023-03-01T18:16:54Z,111,6.2,flat
2023-03-01T18:11:54Z,110,6.1,fortyFiveUp
2023-03-01T18:06:54Z,108,6.0,fortyFiveUp
2023-03-01T18:01:53Z,102,5.7,fortyFiveUp
2023-03-01T17:56:53Z,94,5.2,fortyFiveUp
2023-03-01T17:51:53Z,88,4.9,fortyFiveUp
2023-03-01T17:46:53Z,79,4.4,flat
2023-03-01T17:41:53Z,71,3.9,flat
2023-03-01T17:36:53Z,64,3.6,flat
2023-03-01T17:31:54Z,58,3.2,flat
2023-03-01T17:26:53Z,56,3.1,flat
2023-03-01T17:21:53Z,59,3.3,flat
2023-03-01T17:16:53Z,64,3.6,flat
2023-03-01T17:11:53Z,69,3.8,flat
2023-03-01T17:06:54Z,71,3.9,flat
2023-03-01T17:01:53Z,73,4.1,flat
2023-03-01T16:56:53Z,75,4.2,flat
2023-03-01T16:51:53Z,76,4.2,flat
2023-03-01T16:46:53Z,77,4.3,flat
2023-03-01T16:41:53Z,80,4.4,flat
2023-03-01T16:36:54Z,84,4.7,flat
2023-03-01T16:31:53Z,88,4.9,flat
2023-03-01T16:26:53Z,94,5.2,flat
2023-03-01T16:21:54Z,95,5.3,flat
2023-03-01T16:16:54Z,90,5.0,flat
2023-03-01T16:11:53Z,85,4.7,flat
2023-03-01T16:06:53Z,83,4.6,flat
2023-03-01T16:01:53Z,82,4.6,flat
2023-03-01T15:56:53Z,81,4.5,flat
2023-03-01T15:51:54Z,79,4.4,flat
2023-03-01T15:46:53Z,79,4.4,flat
2023-03-01T15:41:54Z,81,4.5,flat
2023-03-01T15:36:53Z,82,4.6,flat
2023-03-01T15:31:53Z,82,4.6,flat
2023-03-01T15:26:53Z,84,4.7,flat
2023-03-01T15:21:53Z,88,4.9,flat
2023-03-01T15:16:54Z,92,5.1,flat
2023-03-01T15:11:53Z,96,5.3,flat
2023-03-01T15:06:54Z,98,5.4,flat
2023-03-01T15:01:53Z,100,5.6,flat
2023-03-01T14:56:54Z,106,5.9,flat
2023-03-01T14:51:53Z,107,5.9,flat
2023-03-01T14:46:53Z,106,5.9,flat
2023-03-01T14:41:53Z,105,5.8,flat
2023-03-01T14:36:54Z,103,5.7,flat
2023-03-01T14:31:54Z,100,5.6,flat
2023-03-01T14:26:53Z,96,5.3,flat
2023-03-01T14:21:53Z,93,5.2,flat
2023-03-01T14:16:54Z,90,5.0,flat
2023-03-01T14:11:54Z,89,4.9,flat
2023-03-01T14:06:53Z,87,4.8,flat
2023-03-01T14:01:53Z,86,4.8,flat
2023-03-01T13:56:54Z,87,4.8,flat
2023-03-01T13:51:53Z,91,5.1,flat
2023-03-01T13:46:54Z,90,5.0,flat
2023-03-01T13:41:53Z,91,5.1,flat
2023-03-01T13:36:54Z,93,5.2,flat
2023-03-01T13:31:54Z,95,5.3,flat
2023-03-01T13:26:54Z,100,5.6,flat
2023-03-01T13:21:54Z,102,5.7,flat
2023-03-01T13:16:54Z,99,5.5,flat
2023-03-01T13:11:54Z,100,5.6,flat
2023-03-01T13:06:54Z,102,5.7,flat
2023-03-01T13:01:53Z,109,6.1,flat
2023-03-01T12:56:54Z,114,6.3,flat
2023-03-01T12:51:54Z,115,6.4,flat
2023-03-01T12:46:53Z,118,6.6,flat
2023-03-01T12:41:54Z,123,6.8,flat
2023-03-01T12:36:53Z,126,7.0,flat
2023-03-01T12:31:53Z,130,7.2,flat
2023-03-01T12:26:53Z,130,7.2,flat
2023-03-01T12:21:53Z,130,7.2,flat
2023-03-01T12:16:53Z,131,7.3,flat
2023-03-01T12:11:54Z,132,7.3,flat
2023-03-01T12:06:54Z,131,7.3,flat
2023-03-01T12:01:54Z,128,7.1,flat
2023-03-01T11:56:53Z,125,6.9,flat
2023-03-01T11:51:54Z,126,7.0,flat
2023-03-01T11:46:53Z,132,7.3,flat
2023-03-01T11:41:54Z,133,7.4,flat
2023-03-01T11:36:53Z,133,7.4,flat
2023-03-01T11:31:54Z,134,7.4,flat
2023-03-01T11:26:53Z,134,7.4,flat
2023-03-01T11:21:53Z,137,7.6,flat
2023-03-01T11:16:54Z,138,7.7,flat
2023-03-01T11:11:54Z,138,7.7,flat
2023-03-01T11:06:53Z,135,7.5,flat
2023-03-01T11:01:53Z,132,7.3,flat
2023-03-01T10:56:54Z,132,7.3,flat
2023-03-01T10:51:53Z,135,7.5,flat
2023-03-01T10:46:54Z,138,7.7,flat
2023-03-01T10:41:53Z,138,7.7,flat
2023-03-01T10:36:53Z,136,7.6,flat
2023-03-01T10:31:53Z,134,7.4,flat
2023-03-01T10:26:53Z,133,7.4,flat
2023-03-01T10:21:54Z,133,7.4,flat
2023-03-01T10:16:53Z,140,7.8,flat
2023-03-01T10:11:54Z,142,7.9,flat
2023-03-01T10:06:53Z,143,7.9,flat
2023-03-01T10:01:53Z,141,7.8,flat
2023-03-01T09:56:54Z,142,7.9,flat
2023-03-01T09:51:53Z,144,8.0,flat
2023-03-01T09:46:54Z,146,8.1,flat
2023-03-01T09:41:54Z,150,8.3,flat
2023-03-01T09:36:53Z,157,8.7,flat
2023-03-01T09:31:53Z,158,8.8,flat
2023-03-01T09:26:54Z,160,8.9,flat
2023-03-01T09:21:54Z,164,9.1,flat
2023-03-01T09:16:54Z,170,9.4,flat
2023-03-01T09:11:53Z,180,10.0,flat
2023-03-01T09:06:54Z,182,10.1,flat
2023-03-01T09:01:54Z,183,10.2,flat
2023-03-01T08:56:54Z,179,9.9,flat
2023-03-01T08:51:54Z,176,9.8,flat
2023-03-01T08:46:54Z,178,9.9,flat
2023-03-01T08:41:53Z,179,9.9,flat
2023-03-01T08:36:53Z,183,10.2,flat
2023-03-01T08:31:54Z,187,10.4,flat
2023-03-01T08:26:53Z,191,10.6,flat
2023-03-01T08:21:54Z,197,10.9,flat
2023-03-01T08:16:54Z,197,10.9,flat
2023-03-01T08:11:54Z,196,10.9,flat
2023-03-01T08:06:53Z,196,10.9,flat
2023-03-01T08:01:54Z,198,11.0,flat
2023-03-01T07:56:53Z,200,11.1,flat
2023-03-01T07:51:53Z,202,11.2,flat
2023-03-01T07:46:54Z,202,11.2,flat
2023-03-01T07:41:54Z,201,11.2,flat
2023-03-01T07:36:54Z,198,11.0,flat
2023-03-01T07:31:53Z,196,10.9,flat
2023-03-01T07:26:53Z,194,10.8,flat
2023-03-01T07:21:54Z,191,10.6,flat
2023-03-01T07:16:54Z,187,10.4,flat
2023-03-01T07:11:53Z,188,10.4,flat
2023-03-01T07:06:53Z,192,10.7,flat
2023-03-01T07:01:54Z,201,11.2,flat
2023-03-01T06:56:53Z,205,11.4,fortyFiveUp
2023-03-01T06:51:53Z,197,10.9,flat
2023-03-01T06:46:53Z,189,10.5,flat
2023-03-01T06:41:54Z,184,10.2,flat
2023-03-01T06:36:53Z,182,10.1,flat
2023-03-01T06:31:54Z,179,9.9,flat
2023-03-01T06:26:54Z,181,10.1,flat
2023-03-01T06:21:54Z,186,10.3,flat
2023-03-01T06:16:54Z,187,10.4,flat
2023-03-01T06:11:53Z,186,10.3,flat
2023-03-01T06:06:54Z,183,10.2,flat
2023-03-01T06:01:53Z,183,10.2,flat
2023-03-01T05:56:54Z,183,10.2,flat
2023-03-01T05:51:53Z,186,10.3,flat
2023-03-01T05:46:54Z,187,10.4,flat
2023-03-01T05:41:54Z,188,10.4,flat
2023-03-01T05:36:54Z,187,10.4,flat
2023-03-01T05:31:54Z,185,10.3,fortyFiveDown
2023-03-01T05:26:53Z,183,10.2,fortyFiveDown
2023-03-01T05:21:54Z,190,10.6,fortyFiveDown
2023-03-01T05:16:54Z,202,11.2,fortyFiveDown
2023-03-01T05:11:54Z,211,11.7,flat
2023-03-01T05:06:54Z,217,12.1,flat
2023-03-01T05:01:54Z,224,12.4,flat
2023-03-01T04:56:54Z,227,12.6,flat
2023-03-01T04:51:54Z,231,12.8,flat
2023-03-01T04:46:54Z,234,13.0,flat
2023-03-01T04:41:54Z,237,13.2,flat
2023-03-01T04:36:54Z,241,13.4,flat
2023-03-01T04:31:53Z,239,13.3,fortyFiveUp
2023-03-01T04:26:54Z,233,12.9,flat
2023-03-01T04:21:53Z,224,12.4,flat
2023-03-01T04:16:54Z,220,12.2,flat
2023-03-01T04:11:54Z,217,12.1,flat
2023-03-01T04:06:54Z,216,12.0,flat
2023-03-01T04:01:54Z,215,11.9,flat
2023-03-01T03:56:54Z,213,11.8,fortyFiveUp
2023-03-01T03:51:54Z,208,11.6,flat
2023-03-01T03:46:54Z,202,11.2,flat
2023-03-01T03:41:54Z,196,10.9,flat
2023-03-01T03:36:54Z,191,10.6,flat
2023-03-01T03:31:54Z,190,10.6,flat
2023-03-01T03:26:54Z,189,10.5,flat
2023-03-01T03:21:54Z,188,10.4,fortyFiveUp
2023-03-01T03:16:54Z,184,10.2,fortyFiveUp
2023-03-01T03:11:53Z,176,9.8,flat
2023-03-01T03:06:54Z,170,9.4,flat
2023-03-01T03:01:54Z,165,9.2,flat
2023-03-01T02:56:53Z,161,8.9,flat
2023-03-01T02:51:54Z,157,8.7,flat
2023-03-01T02:46:54Z,153,8.5,flat
2023-03-01T02:41:54Z,150,8.3,flat
2023-03-01T02:36:54Z,147,8.2,flat
2023-03-01T02:31:54Z,145,8.1,flat
2023-03-01T02:26:54Z,146,8.1,flat
2023-03-01T02:21:54Z,143,7.9,flat
2023-03-01T02:16:54Z,145,8.1,flat
2023-03-01T02:11:54Z,149,8.3,flat
2023-03-01T02:06:54Z,152,8.4,flat
2023-03-01T02:01:54Z,151,8.4,flat
2023-03-01T01:56:54Z,149,8.3,fortyFiveUp
2023-03-01T01:51:54Z,146,8.1,fortyFiveUp
2023-03-01T01:46:54Z,140,7.8,fortyFiveUp
2023-03-01T01:41:54Z,132,7.3,flat
2023-03-01T01:36:53Z,127,7.1,flat
2023-03-01T01:31:54Z,122,6.8,flat
2023-03-01T01:26:54Z,117,6.5,flat
2023-03-01T01:21:53Z,115,6.4,flat
2023-03-01T01:16:54Z,114,6.3,flat
2023-03-01T01:11:54Z,112,6.2,flat
2023-03-01T01:06:54Z,110,6.1,flat
2023-03-01T01:01:54Z,109,6.1,flat
2023-03-01T00:56:54Z,106,5.9,flat
2023-03-01T00:51:54Z,102,5.7,flat
2023-03-01T00:46:54Z,100,5.6,flat
2023-03-01T00:41:54Z,97,5.4,flat
2023-03-01T00:36:54Z,93,5.2,flat
2023-03-01T00:31:54Z,89,4.9,flat
2023-03-01T00:26:54Z,85,4.7,flat
2023-03-01T00:21:54Z,85,4.7,flat
2023-03-01T00:16:54Z,87,4.8,flat
2023-03-01T00:11:54Z,90,5.0,flat
2023-03-01T00:06:54Z,91,5.1,flat
2023-03-01T00:01:54Z,93,5.2,fortyFiveDown
2023-02-28T23:56:54Z,96,5.3,fortyFiveDown
2023-02-28T23:51:54Z,100,5.6,fortyFiveDown
2023-02-28T23:46:54Z,105,5.8,fortyFiveDown
2023-02-28T23:41:54Z,113,6.3,fortyFiveDown
2023-02-28T23:36:54Z,128,7.1,fortyFiveDown
2023-02-28T23:31:54Z,139,7.7,flat
2023-02-28T23:26:54Z,147,8.2,flat
2023-02-28T23:21:54Z,153,8.5,flat
2023-02-28T23:16:54Z,155,8.6,fortyFiveUp
2023-02-28T23:11:54Z,152,8.4,fortyFiveUp
2023-02-28T23:06:54Z,149,8.3,fortyFiveUp
2023-02-28T23:01:54Z,144,8.0,fortyFiveUp
2023-02-28T22:56:54Z,139,7.7,fortyFiveUp
2023-02-28T22:51:54Z,127,7.1,fortyFiveUp
2023-02-28T22:46:54Z,113,6.3,fortyFiveUp
2023-02-28T22:41:54Z,102,5.7,flat
2023-02-28T22:36:54Z,97,5.4,flat
2023-02-28T22:31:54Z,93,5.2,flat
2023-02-28T22:26:54Z,91,5.1,flat
2023-02-28T22:21:54Z,88,4.9,flat
2023-02-28T22:16:54Z,84,4.7,flat
2023-02-28T22:11:54Z,82,4.6,fortyFiveDown
2023-02-28T22:06:54Z,84,4.7,fortyFiveDown
2023-02-28T22:01:54Z,90,5.0,fortyFiveDown
2023-02-28T21:56:54Z,96,5.3,fortyFiveDown
2023-02-28T21:51:54Z,104,5.8,flat
2023-02-28T21:46:54Z,113,6.3,flat
2023-02-28T21:41:54Z,119,6.6,flat
2023-02-28T21:36:54Z,121,6.7,flat
2023-02-28T21:31:54Z,117,6.5,flat
2023-02-28T21:26:54Z,111,6.2,flat
2023-02-28T21:21:54Z,109,6.1,flat
2023-02-28T21:16:54Z,104,5.8,flat
2023-02-28T21:11:54Z,103,5.7,flat
2023-02-28T21:06:54Z,99,5.5,flat
2023-02-28T21:01:54Z,95,5.3,flat
2023-02-28T20:56:54Z,89,4.9,flat
2023-02-28T20:51:54Z,82,4.6,flat
2023-02-28T20:46:54Z,76,4.2,flat
2023-02-28T20:41:54Z,72,4.0,flat
2023-02-28T20:36:54Z,74,4.1,flat
2023-02-28T20:31:54Z,75,4.2,flat
2023-02-28T20:26:54Z,76,4.2,flat
2023-02-28T20:21:54Z,77,4.3,flat
2023-02-28T20:16:54Z,75,4.2,flat
2023-02-28T20:11:54Z,75,4.2,flat
2023-02-28T20:06:54Z,78,4.3,flat
2023-02-28T20:01:54Z,82,4.6,flat
2023-02-28T19:56:54Z,89,4.9,flat
2023-02-28T19:51:54Z,95,5.3,flat
2023-02-28T19:46:54Z,98,5.4,flat
2023-02-28T19:41:54Z,91,5.1,flat
2023-02-28T19:36:54Z,84,4.7,flat
2023-02-28T19:31:54Z,81,4.5,flat
2023-02-28T19:26:54Z,81,4.5,flat
2023-02-28T19:21:54Z,83,4.6,flat
2023-02-28T19:16:54Z,87,4.8,flat
2023-02-28T19:11:54Z,93,5.2,flat
2023-02-28T19:06:54Z,99,5.5,flat
2023-02-28T19:01:54Z,102,5.7,flat
2023-02-28T18:56:54Z,104,5.8,flat
2023-02-28T18:51:54Z,101,5.6,flat
2023-02-28T18:46:54Z,97,5.4,flat
2023-02-28T18:41:54Z,94,5.2,flat
2023-02-28T18:36:54Z,94,5.2,flat
2023-02-28T18:31:54Z,94,5.2,flat
2023-02-28T18:26:55Z,92,5.1,flat
2023-02-28T18:21:54Z,90,5.0,flat
2023-02-28T18:16:54Z,86,4.8,flat
2023-02-28T18:11:54Z,86,4.8,flat
2023-02-28T18:06:54Z,88,4.9,flat
2023-02-28T18:01:54Z,91,5.1,flat
2023-02-28T17:56:54Z,92,5.1,flat
2023-02-28T17:51:54Z,91,5.1,flat
2023-02-28T17:46:54Z,91,5.1,flat
2023-02-28T17:41:54Z,92,5.1,flat
2023-02-28T17:36:54Z,94,5.2,flat
2023-02-28T17:31:54Z,96,5.3,flat
2023-02-28T17:26:54Z,98,5.4,flat
2023-02-28T17:21:54Z,99,5.5,flat
2023-02-28T17:16:54Z,101,5.6,flat
2023-02-28T17:11:54Z,101,5.6,flat
2023-02-28T17:06:54Z,101,5.6,flat
2023-02-28T17:01:54Z,102,5.7,flat
2023-02-28T16:56:55Z,101,5.6,flat
2023-02-28T16:51:54Z,100,5.6,flat
2023-02-28T16:46:54Z,101,5.6,flat
2023-02-28T16:41:54Z,101,5.6,flat
2023-02-28T16:36:54Z,99,5.5,flat
2023-02-28T16:31:54Z,98,5.4,flat
2023-02-28T16:26:54Z,97,5.4,flat
2023-02-28T16:21:54Z,96,5.3,flat
2023-02-28T16:16:54Z,95,5.3,flat
2023-02-28T16:11:54Z,95,5.3,flat
2023-02-28T16:06:54Z,93,5.2,flat
2023-02-28T16:01:54Z,90,5.0,fortyFiveDown
2023-02-28T15:56:54Z,93,5.2,fortyFiveDown
2023-02-28T15:51:54Z,100,5.6,flat
2023-02-28T15:46:54Z,107,5.9,flat
2023-02-28T15:41:54Z,109,6.1,flat
2023-02-28T15:36:54Z,112,6.2,flat
2023-02-28T15:31:54Z,117,6.5,flat
2023-02-28T15:26:54Z,121,6.7,flat
2023-02-28T15:21:54Z,123,6.8,flat
2023-02-28T15:16:55Z,125,6.9,flat
2023-02-28T15:11:54Z,127,7.1,flat
2023-02-28T15:06:54Z,131,7.3,flat
2023-02-28T15:01:54Z,137,7.6,flat
2023-02-28T14:56:54Z,139,7.7,flat
2023-02-28T14:51:54Z,140,7.8,flat
2023-02-28T14:46:54Z,141,7.8,flat
2023-02-28T14:41:54Z,141,7.8,flat
2023-02-28T14:36:54Z,141,7.8,flat
2023-02-28T14:31:54Z,139,7.7,flat
2023-02-28T14:26:54Z,137,7.6,flat
2023-02-28T14:21:54Z,134,7.4,flat
2023-02-28T14:16:54Z,130,7.2,flat
2023-02-28T14:11:54Z,131,7.3,flat
2023-02-28T14:06:54Z,130,7.2,flat
2023-02-28T14:01:54Z,128,7.1,flat
2023-02-28T13:56:54Z,127,7.1,flat
2023-02-28T13:51:55Z,126,7.0,flat
2023-02-28T13:46:54Z,127,7.1,flat
2023-02-28T13:41:55Z,128,7.1,flat
2023-02-28T13:36:55Z,127,7.1,flat
2023-02-28T13:31:54Z,126,7.0,flat
2023-02-28T13:26:54Z,125,6.9,flat
2023-02-28T13:21:54Z,124,6.9,flat
2023-02-28T13:16:54Z,124,6.9,flat
2023-02-28T13:11:54Z,123,6.8,flat
2023-02-28T13:06:55Z,118,6.6,flat
2023-02-28T13:01:54Z,113,6.3,flat
2023-02-28T12:56:54Z,112,6.2,flat
2023-02-28T12:51:54Z,111,6.2,flat
2023-02-28T12:46:54Z,110,6.1,flat
2023-02-28T12:41:54Z,110,6.1,flat
2023-02-28T12:36:54Z,109,6.1,flat
2023-02-28T12:31:54Z,108,6.0,flat
2023-02-28T12:26:54Z,107,5.9,flat
2023-02-28T12:21:55Z,105,5.8,flat
2023-02-28T12:16:54Z,104,5.8,flat
2023-02-28T12:11:54Z,104,5.8,flat
2023-02-28T12:06:55Z,105,5.8,flat
2023-02-28T12:01:54Z,105,5.8,flat
2023-02-28T11:56:55Z,105,5.8,flat
2023-02-28T11:51:54Z,106,5.9,flat
2023-02-28T11:46:55Z,107,5.9,flat
2023-02-28T11:41:54Z,108,6.0,flat
2023-02-28T11:36:54Z,110,6.1,flat
2023-02-28T11:31:54Z,109,6.1,flat
2023-02-28T11:26:55Z,108,6.0,flat
2023-02-28T11:21:54Z,107,5.9,flat
2023-02-28T11:16:54Z,105,5.8,flat
2023-02-28T11:11:54Z,104,5.8,flat
2023-02-28T11:06:54Z,103,5.7,flat
2023-02-28T11:01:54Z,107,5.9,flat
2023-02-28T10:56:54Z,107,5.9,flat
2023-02-28T10:51:54Z,105,5.8,flat
2023-02-28T10:46:54Z,107,5.9,flat
2023-02-28T10:41:54Z,108,6.0,flat
2023-02-28T10:36:55Z,109,6.1,flat
2023-02-28T10:31:55Z,111,6.2,flat
2023-02-28T10:26:55Z,113,6.3,flat
2023-02-28T10:21:54Z,117,6.5,flat
2023-02-28T10:16:54Z,116,6.4,flat
2023-02-28T10:11:54Z,113,6.3,flat
2023-02-28T10:06:55Z,113,6.3,flat
2023-02-28T10:01:55Z,113,6.3,flat
2023-02-28T09:56:54Z,113,6.3,flat
2023-02-28T09:51:54Z,112,6.2,flat
2023-02-28T09:46:54Z,111,6.2,flat
2023-02-28T09:41:55Z,111,6.2,flat
2023-02-28T09:36:54Z,110,6.1,flat
2023-02-28T09:31:55Z,109,6.1,flat
2023-02-28T09:26:54Z,112,6.2,flat
2023-02-28T09:21:55Z,114,6.3,flat
2023-02-28T09:16:55Z,113,6.3,flat
2023-02-28T09:11:54Z,111,6.2,flat
2023-02-28T09:06:55Z,109,6.1,flat
2023-02-28T09:01:55Z,109,6.1,flat
2023-02-28T08:56:54Z,109,6.1,flat
2023-02-28T08:51:54Z,108,6.0,flat
2023-02-28T08:46:54Z,108,6.0,flat
2023-02-28T08:41:54Z,109,6.1,flat
2023-02-28T08:36:54Z,110,6.1,flat
2023-02-28T08:31:54Z,111,6.2,flat
2023-02-28T08:26:54Z,110,6.1,flat
2023-02-28T08:21:55Z,109,6.1,flat
2023-02-28T08:16:55Z,107,5.9,flat
2023-02-28T08:11:55Z,106,5.9,flat
2023-02-28T08:06:55Z,107,5.9,flat
2023-02-28T08:01:54Z,106,5.9,flat
2023-02-28T07:56:54Z,104,5.8,flat
2023-02-28T07:51:54Z,104,5.8,flat
2023-02-28T07:46:54Z,105,5.8,flat
2023-02-28T07:41:54Z,107,5.9,flat
2023-02-28T07:36:55Z,109,6.1,flat
2023-02-28T07:31:54Z,108,6.0,flat
2023-02-28T07:26:54Z,107,5.9,flat
2023-02-28T07:21:55Z,108,6.0,flat
2023-02-28T07:16:54Z,109,6.1,flat
2023-02-28T07:11:54Z,110,6.1,flat
2023-02-28T07:06:54Z,109,6.1,flat
2023-02-28T07:01:54Z,107,5.9,flat
2023-02-28T06:56:54Z,107,5.9,flat
2023-02-28T06:51:55Z,107,5.9,flat
2023-02-28T06:46:54Z,107,5.9,flat
2023-02-28T06:41:54Z,104,5.8,flat
2023-02-28T06:36:55Z,101,5.6,flat
2023-02-28T06:31:55Z,99,5.5,flat
2023-02-28T06:26:54Z,101,5.6,flat
2023-02-28T06:21:55Z,102,5.7,flat
2023-02-28T06:16:54Z,101,5.6,flat
2023-02-28T06:11:54Z,98,5.4,flat
2023-02-28T06:06:55Z,95,5.3,flat
2023-02-28T06:01:55Z,93,5.2,flat
2023-02-28T05:56:55Z,91,5.1,flat
2023-02-28T05:51:55Z,89,4.9,flat
2023-02-28T05:46:54Z,85,4.7,flat
2023-02-28T05:41:54Z,80,4.4,flat
2023-02-28T05:36:55Z,77,4.3,flat
2023-02-28T05:31:54Z,74,4.1,flat
2023-02-28T05:26:54Z,71,3.9,flat
2023-02-28T05:21:55Z,68,3.8,flat
2023-02-28T05:16:54Z,66,3.7,flat
2023-02-28T05:11:54Z,67,3.7,flat
2023-02-28T05:06:54Z,70,3.9,flat
2023-02-28T05:01:55Z,74,4.1,flat
2023-02-28T04:56:55Z,77,4.3,flat
2023-02-28T04:51:55Z,76,4.2,flat
2023-02-28T04:46:55Z,75,4.2,flat
2023-02-28T04:41:55Z,71,3.9,flat
2023-02-28T04:36:54Z,66,3.7,flat
2023-02-28T04:31:55Z,61,3.4,flat
2023-02-28T04:26:54Z,59,3.3,flat
2023-02-28T04:21:55Z,61,3.4,flat
2023-02-28T04:16:55Z,61,3.4,flat
2023-02-28T04:11:55Z,60,3.3,flat
2023-02-28T04:06:55Z,59,3.3,flat
2023-02-28T04:01:54Z,62,3.4,flat
2023-02-28T03:56:55Z,66,3.7,flat
2023-02-28T03:51:55Z,68,3.8,flat
2023-02-28T03:46:54Z,68,3.8,flat
2023-02-28T03:41:55Z,69,3.8,flat
2023-02-28T03:36:54Z,71,3.9,flat
2023-02-28T03:31:55Z,74,4.1,flat
2023-02-28T03:26:55Z,80,4.4,flat
2023-02-28T03:21:54Z,85,4.7,flat
2023-02-28T03:16:54Z,91,5.1,flat
2023-02-28T03:11:55Z,96,5.3,flat
2023-02-28T03:06:55Z,98,5.4,flat
2023-02-28T03:01:55Z,98,5.4,flat
2023-02-28T02:56:54Z,97,5.4,flat
2023-02-28T02:51:55Z,97,5.4,flat
2023-02-28T02:46:54Z,96,5.3,flat
2023-02-28T02:41:55Z,92,5.1,flat
2023-02-28T02:36:54Z,92,5.1,flat
2023-02-28T02:31:54Z,91,5.1,flat
2023-02-28T02:26:55Z,90,5.0,flat
2023-02-28T02:21:54Z,90,5.0,flat
2023-02-28T02:16:55Z,89,4.9,flat
2023-02-28T02:11:55Z,87,4.8,flat
2023-02-28T02:06:55Z,85,4.7,flat
2023-02-28T02:01:55Z,85,4.7,flat
2023-02-28T01:56:55Z,86,4.8,flat
2023-02-28T01:51:54Z,87,4.8,flat
2023-02-28T01:46:55Z,87,4.8,flat
2023-02-28T01:41:55Z,89,4.9,flat
2023-02-28T01:36:55Z,92,5.1,flat
2023-02-28T01:31:54Z,93,5.2,flat
2023-02-28T01:26:54Z,92,5.1,flat
2023-02-28T01:21:55Z,94,5.2,flat
2023-02-28T01:16:54Z,96,5.3,flat
2023-02-28T01:11:55Z,95,5.3,flat
2023-02-28T01:06:54Z,96,5.3,flat
2023-02-28T01:01:55Z,98,5.4,flat
2023-02-28T00:56:54Z,99,5.5,flat
2023-02-28T00:51:54Z,101,5.6,flat
2023-02-28T00:46:55Z,102,5.7,flat
2023-02-28T00:41:54Z,102,5.7,flat
2023-02-28T00:36:55Z,100,5.6,flat
2023-02-28T00:31:55Z,98,5.4,flat
2023-02-28T00:26:55Z,97,5.4,flat
2023-02-28T00:21:54Z,96,5.3,flat
